Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Year
2009-07-01,Sugar,Flo Rida Featuring Wynter,25,18.0,3,14.0,,2009
2021-03-31,Sugar,Maroon 5,23,2.0,31,,https://charts-static.billboard.com/img/2015/01/maroon-5-fyb-sugar-1vo-180x180.jpg,2021
2016-03-30,Sugar,Robin Schulz Featuring Francesco Yates,46,42.0,42,4.0,,2016
2005-07-20,Sugar (Gimme Some),Trlck Daddy,49,43.0,14,23.0,,2005
2023-02-08,Sugar Rush Ride,TOMORROW X TOGETHER,15,15.0,1,,https://charts-static.billboard.com/img/2019/03/tomorrowxtogether-2m6-180x180.jpg,2023
2022-06-01,Sugar; We're Goin Down,Fall Out Boy,41,2.0,49,,,2022
2019-07-03,Suge,DaBaby,46,46.0,1,,,2019
2020-01-01,Suicidal,YNW Melly & Juice WRLD,36,36.0,1,,https://charts-static.billboard.com/img/2020/01/ynwmelly-000-suicidal-vua-180x180.jpg,2020
2013-06-19,Suit & Tie,Justin Timberlake Featuring JAY Z,50,47.0,2,21.0,,2013
2020-01-22,Sum 2 Prove,Lil Baby,24,24.0,1,,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg,2020
2014-08-27,Summer,Calvin Harris,47,41.0,11,20.0,https://charts-static.billboard.com/img/2014/03/calvin-harris-hdt-summer-hu6-180x180.jpg,2014
2022-06-15,Summer Breeze,Seals & Crofts,43,43.0,1,,https://charts-static.billboard.com/img/2022/06/seals-crofts-keb-summerbreeze-c2l-180x180.jpg,2022
2019-05-08,Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,29,29.0,1,,,2019
2018-06-20,Summer Fever,Little Big Town,19,19.0,1,,,2018
2012-10-10,Summer Jam,Jake Owen Featuring Florida Georgia Line,44,44.0,1,,,2012
2007-08-15,Summer Love,Justin Timberlake,45,36.0,10,16.0,,2007
2022-08-17,Summer Nights,John Travolta| Olivia Newton-John & Grease Cast,46,46.0,1,,https://charts-static.billboard.com/img/2022/08/john-travolta-lmc-summernights-2e7-180x180.jpg,2022
2009-08-12,Summer Nights,Rascal Flatts,50,45.0,45,5.0,,2009
2022-09-21,Summer Of '69,Bryan Adams,22,14.0,9,7.0,https://charts-static.billboard.com/img/2009/09/bryan-adams-tfc-summerof69-txd-180x180.jpg,2022
2021-09-01,Summer Of Love,Shawn Mendes & Tainy,40,40.0,1,,https://charts-static.billboard.com/img/2021/09/shawn-mendes-pz2-summeroflove-rm5-180x180.jpg,2021
2022-08-10,Summer Renaissance,Beyonce,30,30.0,1,,,2022
2016-03-16,Summer Sixteen,Drake,40,40.0,2,5.0,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2016
2006-07-26,Summertime,Kenny Chesney,47,48.0,36,8.0,,2006
2008-08-13,Summertime,New Kids On The Block,40,35.0,24,12.0,,2008
2018-07-25,Summertime Magic,Childish Gambino,27,48.0,27,2.0,,2018
2013-12-04,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,44,32.0,8,20.0,https://charts-static.billboard.com/img/2013/06/lana-del-rey-45t-summertimesadness-4lc-180x180.jpg,2013
2015-02-11,Sun Daze,Florida Georgia Line,49,38.0,23,4.0,,2015
2021-06-09,Sun Goes Down,Kaleb Austin,25,25.0,1,,https://charts-static.billboard.com/img/2021/06/kalebaustin-qdq-sungoesdown-1xz-180x180.jpg,2021
2021-06-02,Sun Goes Down,Lil Nas X,44,44.0,1,,https://charts-static.billboard.com/img/2021/06/lil-nas-x-qv4-sungoesdown-c56-180x180.jpg,2021
2020-08-12,Sunday Best,Surfaces,46,36.0,11,19.0,https://charts-static.billboard.com/img/2019/08/surfaces-eo5-180x180.jpg,2020
2024-12-18,Sunday In The South,Shenandoah| Jason Aldean & Luke Bryan,5,9.0,5,3.0,https://charts-static.billboard.com/img/2024/09/shenandoah-wnu-sundayinthesouth-fhl-180x180.jpg,2024
2023-04-19,Sunday Is Coming,Phil Wickham,19,19.0,1,,https://charts-static.billboard.com/img/2023/04/phil-wickham-h0d-sundayiscoming-fy2-180x180.jpg,2023
2005-03-30,Sunday Morning,Maroon 5,46,44.0,32,14.0,,2005
2023-05-17,Sundown,Gordon Lightfoot,11,3.0,3,2.0,https://charts-static.billboard.com/img/2014/02/gordon-lightfoot-dhb-sundown-u4u-180x180.jpg,2023
2021-05-12,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,13,10.0,1,64.0,https://charts-static.billboard.com/img/2018/10/post-malone-uhe-sunflowerspidermanintothespiderverse-u2l-180x180.jpg,2021
2018-09-12,Sunrise; Sunburn; Sunset,Luke Bryan,47,26.0,7,,,2018
2022-10-26,Sunroof,Nicky Youre & dazy,33,32.0,14,19.0,https://charts-static.billboard.com/img/2022/04/nickyyoure-alv-sunroof-n0r-180x180.jpg,2022
2014-08-13,Sunshine & Whiskey,Frankie Ballard,45,45.0,45,2.0,,2014
2012-02-22,Super Bass,Nicki Minaj,49,57.0,3,41.0,https://charts-static.billboard.com/img/2011/02/nicki-minaj-t5q-superbass-cly-180x180.jpg,2012
2024-01-24,Super Bon Bon,Soul Coughing,17,17.0,1,,,2024
2022-06-22,Super Freak,Rick James,43,43.0,3,,https://charts-static.billboard.com/img/2021/02/rick-james-y70-superfreak-bog-180x180.jpg,2022
2022-11-30,Super Freaky Girl,Nicki Minaj,40,30.0,1,15.0,https://charts-static.billboard.com/img/2022/08/nicki-minaj-t5q-superfreakygirl-y5e-180x180.jpg,2022
2023-07-19,Super Shy,NewJeans,45,45.0,1,,https://charts-static.billboard.com/img/2023/07/newjeans-izu-supershy-bsr-180x180.jpg,2023
2024-10-23,Super Tuna,JIN,3,3.0,2,,https://charts-static.billboard.com/img/2021/12/jin-000-supertuna-esq-180x180.jpg,2024
2025-01-22,Superficial,Heidi Montag,4,4.0,1,,https://charts-static.billboard.com/img/2025/01/heidi-montag-gcd-superficial-2bx-180x180.jpg,2025
2020-07-29,Superman,Keith Urban,21,21.0,1,,,2020
2025-05-21,Superman,Morgan Wallen,3,3.0,1,,https://charts-static.billboard.com/img/2025/05/morgan-wallen-z1m-superman-wkq-180x180.jpg,2025
2011-11-23,Superman,Taylor Swift,13,13.0,1,,,2011
2023-11-22,Superman,Tom MacDonald,19,19.0,1,,https://charts-static.billboard.com/img/2023/11/tommacdonald-dci-superman-9ml-180x180.jpg,2023
2018-03-07,Supermarket Flowers,Ed Sheeran,44,44.0,1,,,2018
2018-01-24,Supernova,Ansel Elgort,33,33.0,1,,,2018
2008-05-14,Superstar,Lupe Fiasco Featuring Matthew Santos,43,27.0,11,20.0,,2008
2009-11-11,Superstar,Taylor Swift,14,14.0,1,,,2009
2018-01-31,Supplies,Justin Timberlake,10,10.0,1,,,2018
2023-08-23,Supposed To Be Loved,DJ Khaled| Lil Baby| Future & Lil Uzi Vert,26,26.0,1,,https://charts-static.billboard.com/img/2023/08/dj-khaled-2l5-supposedtobeloved-um9-180x180.jpg,2023
2013-05-08,Sure Be Cool If You Did,Blake Shelton,39,35.0,13,16.0,,2013
2023-06-28,Sure Thing,Miguel,45,29.0,21,,https://charts-static.billboard.com/img/2011/03/miguel-rp9-surething-1an-180x180.jpg,2023
2022-04-13,Surface Pressure,Jessica Darrow,50,49.0,4,15.0,https://charts-static.billboard.com/img/2022/01/jessicadarrow-000-surfacepressure-2bs-180x180.jpg,2022
2022-04-13,Surface Pressure,No Resolve,7,7.0,1,,https://charts-static.billboard.com/img/2022/04/noresolve-000-surfacepressure-6dd-180x180.jpg,2022
2020-04-29,Surrender,Natalie Taylor,34,33.0,33,2.0,,2020
2024-01-31,Surround Sound,JID Featuring 21 Savage & Baby Tate,25,25.0,1,,https://charts-static.billboard.com/img/2022/01/jid-lem-surroundsound-c5r-180x180.jpg,2024
2013-11-13,Survival,Eminem,6,34.0,6,4.0,,2013
2025-07-09,Survive,Lewis Capaldi,8,8.0,1,,https://charts-static.billboard.com/img/2025/07/lewis-capaldi-j7n-survive-kgk-180x180.jpg,2025
2011-12-21,Survivor / I Will Survive,Glee Cast,23,23.0,1,,,2011
2022-07-06,Suspicious Minds,Elvis Presley,42,42.0,1,,https://charts-static.billboard.com/img/2022/07/elvis-presley-wpz-suspiciousminds-3gb-180x180.jpg,2022
2020-07-22,Swag,YG,23,23.0,1,,,2020
2009-02-25,Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,35,4.0,18,,,2009
2017-07-26,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,30,29.0,18,16.0,https://charts-static.billboard.com/img/2017/03/jason-derulo-7zx-swalla-7rt-180x180.jpg,2017
2017-06-21,Swang,Rae Sremmurd,45,36.0,4,,,2017
2020-05-06,Sway,Luis Fonsi,47,11.0,11,2.0,,2020
2020-02-12,Sway With Me,Saweetie & GALXARA,44,44.0,1,,https://charts-static.billboard.com/img/2018/03/saweetie-hh8-180x180.jpg,2020
2011-11-09,Sweat,Bow Wow Featuring Lil Wayne,22,22.0,1,,,2011
2014-02-05,Sweater Weather,The Neighbourhood,34,29.0,15,21.0,https://charts-static.billboard.com/img/2013/03/the-neighbourhood-se7-sweaterweather-ft8-180x180.jpg,2014
2016-05-18,Sweatshirt,Jacob Sartorius,20,20.0,1,,,2016
2008-05-14,Sweet And Low,Augustana,44,44.0,1,,,2008
2022-01-12,Sweet But Psycho,Ava Max,24,22.0,7,31.0,https://charts-static.billboard.com/img/2018/09/avamax-ygy-180x180.jpg,2022
2009-11-04,Sweet Caroline,Glee Cast,16,16.0,1,,,2009
2021-10-27,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,30,10.0,6,,,2021
2022-07-20,Sweet Child O' Mine,Guns N' Roses,33,33.0,2,,https://charts-static.billboard.com/img/2010/07/guns-n-roses-8ud-sweetchildomine-jcn-180x180.jpg,2022
2017-05-17,Sweet Creature,Harry Styles,20,20.0,1,,https://charts-static.billboard.com/img/2017/04/harry-styles-6jk-180x180.jpg,2017
2010-01-13,Sweet Dreams,Beyonce,39,36.0,16,22.0,,2010
2024-05-29,Sweet Dreams,Koe Wetzel,19,19.0,1,,https://charts-static.billboard.com/img/2024/06/koe-wetzel-1ky-sweetdreams-l5v-180x180.jpg,2024
2025-03-26,Sweet Dreams,j-hope Featuring Miguel,20,1.0,1,2.0,https://charts-static.billboard.com/img/2025/03/jhope-d66-sweetdreams-zrk-180x180.jpg,2025
2022-04-13,Sweet Florida,Van Zant,9,9.0,1,,https://charts-static.billboard.com/img/2022/04/van-zant-xpp-sweetflorida-x13-180x180.jpg,2022
2023-01-11,Sweet Home Alabama,Lynyrd Skynyrd,23,46.0,9,18.0,https://charts-static.billboard.com/img/2005/03/lynyrd-skynyrd-wra-sweethomealabama-d4n-180x180.jpg,2023
2014-10-01,Sweet Little Somethin',Jason Aldean,37,34.0,17,3.0,,2014
2020-11-04,Sweet Melody,Little Mix,39,39.0,1,,,2020
2020-03-25,Sweet Night,V,2,2.0,1,,,2020
2013-04-17,Sweet Nothing,Calvin Harris Featuring Florence Welch,45,39.0,12,21.0,,2013
2023-10-11,Sweet Sounds Of Heaven,Rolling Stones & Lady Gaga,29,29.0,1,,https://charts-static.billboard.com/img/2023/10/the-rolling-stones-3eg-sweetsoundsofheaven-gr7-180x180.jpg,2023
2009-03-18,Sweet Thing,Keith Urban,44,25.0,3,,,2009
2013-11-06,Sweeter Than Fiction,Taylor Swift,6,6.0,1,,,2013
2015-12-09,Sweetest Devotion,Adele,33,33.0,1,,,2015
2008-04-09,Sweetest Girl (Dollar Bill),Wyclef Jean Featuring Akon| Lil Wayne & Niia,50,40.0,8,32.0,,2008
2022-04-06,Sweetest Pie,Megan Thee Stallion & Dua Lipa,40,22.0,2,3.0,https://charts-static.billboard.com/img/2022/03/megan-thee-stallion-dkc-sweetestpie-jwh-180x180.jpg,2022
2019-01-02,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,49,49.0,1,,https://charts-static.billboard.com/img/2016/07/a-boogie-wit-da-hoodie-g68-180x180.jpg,2019
2020-12-16,Swimming In The Stars,Britney Spears,45,18.0,18,2.0,https://charts-static.billboard.com/img/2020/12/britney-spears-l78-swimminginthestars-8f2-180x180.jpg,2020
2013-02-13,Swimming Pools (Drank),Kendrick Lamar,42,41.0,21,22.0,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-2un-swimmingpoolsdrank-e9p-180x180.jpg,2013
2008-12-24,Swing,Savage Featuring Soulja Boy Tell'em,46,41.0,29,24.0,,2008
2008-09-10,Swing Ya Rag,T.I. Featuring Swizz Beatz,32,32.0,1,,,2008
2021-02-03,Swingin',Thad Cockrell,27,27.0,1,,https://charts-static.billboard.com/img/2021/02/thadcockrell-000-swingin-hm8-180x180.jpg,2021
2017-06-28,Swish Swish,Katy Perry Featuring Nicki Minaj,43,17.0,3,,,2017
2006-01-18,Switch,Will Smith,48,52.0,1,39.0,,2006
2021-11-10,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee,40,40.0,1,,https://charts-static.billboard.com/img/2017/03/moneybagg-yo-1uf-180x180.jpg,2021
2008-12-17,T-Shirt,Shontelle,44,31.0,27,14.0,,2008
2016-07-06,T-Shirt,Thomas Rhett,50,39.0,35,14.0,,2016
2012-02-08,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,45,59.0,16,6.0,,2012
2012-12-05,T.N.T.,AC/DC,50,50.0,1,,,2012
2016-06-01,THat Part,ScHoolboy Q Featuring Kanye West,37,37.0,1,,,2016
2020-06-10,TKN,Rosalia & Travis Scott,21,21.0,1,,https://charts-static.billboard.com/img/2017/06/rosalia-hpu-180x180.jpg,2020
2013-11-27,TKO,Justin Timberlake,48,55.0,16,8.0,,2013
2023-03-22,TQG,Karol G x Shakira,47,24.0,4,3.0,https://charts-static.billboard.com/img/2023/03/karol-g-7vn-tqg-o8m-180x180.jpg,2023
2024-06-05,TT TT (Credit Roll),RM,25,25.0,1,,,2024
2022-08-03,TV,Billie Eilish,14,14.0,1,,https://charts-static.billboard.com/img/2022/07/billie-eilish-lrt-tv-6zm-180x180.jpg,2022
2025-03-19,TV Off,Kendrick Lamar Featuring Lefty Gunplay,25,19.0,9,7.0,,2025
2011-11-16,Take A Back Road,Rodney Atkins,49,52.0,17,20.0,,2011
2009-09-23,Take A Bow,Glee Cast,18,18.0,1,,,2009
2008-09-24,Take A Bow,Rihanna,42,35.0,1,19.0,,2008
2012-10-17,Take A Little Ride,Jason Aldean,47,36.0,2,12.0,,2012
2013-09-18,Take Back The Night,Justin Timberlake,46,27.0,27,8.0,,2013
2012-05-23,Take Care,Drake Featuring Rihanna,47,32.0,4,26.0,https://charts-static.billboard.com/img/2011/12/drake-bg5-takecare-lj2-180x180.jpg,2012
2020-09-16,Take Down The CCP,Miles Guo,36,36.0,1,,https://charts-static.billboard.com/img/2020/09/milesguo-zjr-takedowntheccp-3oq-180x180.jpg,2020
2023-11-22,Take Her Home,Kenny Chesney,15,15.0,1,,https://charts-static.billboard.com/img/2023/11/kenny-chesney-e49-takeherhome-nvy-180x180.jpg,2023
2011-01-12,Take It Off,Ke$ha,49,48.0,8,21.0,,2011
2012-04-18,Take It To The Head,DJ Khaled,36,36.0,1,,,2012
2023-08-09,Take It To The Limit,Eagles,29,29.0,1,,https://charts-static.billboard.com/img/2016/02/the-cars-kjc-takeittothelimit-4hq-180x180.jpg,2023
2020-03-11,Take Me Home,Restless Road & Kane Brown,31,31.0,1,,,2020
2020-12-30,Take Me Home For Christmas,Dan + Shay,28,15.0,15,5.0,https://charts-static.billboard.com/img/2020/11/dan-shay-rcl-takemehomeforchristmas-ft7-180x180.jpg,2020
2019-09-25,Take Me Home Tonight,Eddie Money,13,13.0,1,,,2019
2018-07-11,Take Me Home; Country Roads,Copilot Music + Sound,26,26.0,1,,,2018
2025-02-19,Take Me Home; Country Roads,John Denver With Fat City,25,25.0,1,,https://charts-static.billboard.com/img/2016/10/john-denver-n9q-takemehomecountryroads-w7n-180x180.jpg,2025
2011-03-02,Take Me Or Leave Me,Glee Cast,33,33.0,1,,,2011
2023-06-21,Take Me Out,Carrie Underwood,46,46.0,1,,,2023
2005-04-20,Take Me Out,Franz Ferdinand,43,42.0,42,8.0,,2005
2007-10-31,Take Me There,Rascal Flatts,43,28.0,11,4.0,,2007
2015-04-29,Take Me To Church,Hozier,41,37.0,2,30.0,https://charts-static.billboard.com/img/2014/05/hozier-yf1-takemetochurch-5cv-180x180.jpg,2015
2014-12-03,Take Me To Church,Matt McAndrew,31,31.0,1,,,2014
2017-05-31,Take Me To The King,Chris Blue,15,15.0,1,,https://charts-static.billboard.com/img/2017/05/chris-blue-dae-180x180.jpg,2017
2022-01-19,Take My Breath,The Weeknd,21,4.0,10,,https://charts-static.billboard.com/img/2021/08/the-weeknd-jlk-takemybreath-o1i-180x180.jpg,2022
2022-07-06,Take My Name,Parmalee,38,37.0,31,8.0,https://charts-static.billboard.com/img/2022/04/parmalee-3ux-takemyname-r17-180x180.jpg,2022
2011-10-12,Take Over Control,Afrojack Featuring Eva Simons,46,46.0,38,11.0,,2011
2022-05-18,Take The Lead,Jimmy Levy,32,32.0,1,,https://charts-static.billboard.com/img/2022/05/jimmylevy-000-takethelead-7g7-180x180.jpg,2022
2023-06-28,Take Two,BTS,47,1.0,1,2.0,https://charts-static.billboard.com/img/2023/06/bts-hm9-taketwo-xuw-180x180.jpg,2023
2020-02-12,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,49,46.0,2,22.0,,2020
2020-12-23,Take You Dancing,Jason Derulo,44,21.0,2,,,2020
2008-04-16,Take You There,Sean Kingston,37,36.0,4,23.0,,2008
2009-11-04,Take Your Shirt Off,T-Pain,44,44.0,1,,,2009
2016-03-02,Take Your Time,Sam Hunt,46,15.0,34,,,2016
2019-08-07,Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,7,7.0,1,,,2019
2025-09-24,Takedown,HUNTR/X: EJAE| Audrey Nuna & REI AMI,16,12.0,9,6.0,https://charts-static.billboard.com/img/2025/07/huntrxejaeaudreynunareiami-o2t-180x180.jpg,2025
2019-02-13,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,42,36.0,4,19.0,https://charts-static.billboard.com/img/2016/04/ozuna-gin-180x180.jpg,2019
2006-06-07,Takin' It To The Streets,Taylor Hicks,42,42.0,1,,,2006
2007-12-12,Taking Chances,Celine Dion,34,33.0,26,3.0,,2007
2009-10-07,Taking Chances,Glee Cast,32,32.0,1,,,2009
2019-10-09,Talk,Khalid,50,12.0,29,,https://charts-static.billboard.com/img/2016/07/khalid-zwo-180x180.jpg,2019
2018-07-18,Talk,Why Don't We,18,18.0,1,,https://charts-static.billboard.com/img/2016/12/why-dont-we-t6y-180x180.jpg,2018
2014-07-16,Talk Dirty,Jason Derulo Featuring 2 Chainz,48,44.0,2,26.0,https://charts-static.billboard.com/img/2013/12/jason-derulo-7zx-talkdirty-d7w-180x180.jpg,2014
2012-04-11,Talk That Talk,Rihanna Featuring Jay-Z,46,49.0,14,8.0,,2012
2018-07-11,Talk Up,Drake Featuring JAY-Z,29,29.0,1,,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2018
2018-07-18,Talk You Out Of It,Florida Georgia Line,8,8.0,1,,,2018
2015-08-05,Talking Body,Tove Lo,46,36.0,11,23.0,,2015
2021-04-21,Talking To Jesus,Elevation Worship & Maverick City Music Featuring Brandon Lake,34,34.0,1,,https://charts-static.billboard.com/img/2021/04/elevation-worship-qrc-talkingtojesus-nyz-180x180.jpg,2021
2007-08-01,Tambourine,Eve,42,30.0,30,6.0,https://charts-static.billboard.com/img/2007/06/eve-58o-tambourine-fih-180x180.jpg,2007
2023-04-19,Tanisha (Pump That),Rae Sremmurd,39,39.0,1,,,2023
2020-09-23,Tap In,Saweetie,47,42.0,42,5.0,https://charts-static.billboard.com/img/2018/03/saweetie-hh8-180x180.jpg,2020
2007-06-06,Tarantula,The Smashing Pumpkins,44,44.0,1,,,2007
2024-10-02,Taste,Sabrina Carpenter,23,18.0,5,5.0,https://charts-static.billboard.com/img/2024/09/sabrina-carpenter-3b3-taste-sap-180x180.jpg,2024
2018-11-14,Taste,Tyga Featuring Offset,45,33.0,12,20.0,https://charts-static.billboard.com/img/2018/06/tyga-ntw-taste-qxi-180x180.jpg,2018
2008-05-07,Tattoo,Jordin Sparks,47,39.0,7,31.0,,2008
2018-11-21,Te Guste,JLo & Bad Bunny,46,46.0,1,,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg,2018
2019-04-03,Te Robare,Nicky Jam X Ozuna,37,37.0,1,,https://charts-static.billboard.com/img/2016/04/ozuna-gin-180x180.jpg,2019
2011-01-12,Teach Me How To Dougie,Cali Swag District,46,44.0,21,27.0,,2011
2023-02-01,Teach Your Children,Crosby| Stills| Nash & Young,26,26.0,1,,https://charts-static.billboard.com/img/2023/02/crosby-stills-nash-young-000-teachyourchildren-csr-180x180.jpg,2023
2016-04-27,Team,Iggy Azalea,44,17.0,2,,,2016
2014-05-07,Team,Lorde,43,34.0,8,28.0,,2014
2015-04-22,Tear In My Heart,Twenty One Pilots,38,38.0,1,,,2015
2020-11-04,Teardrops,Bring Me The Horizon,44,44.0,1,,,2020
2008-04-30,Teardrops On My Guitar,Taylor Swift,46,48.0,11,52.0,,2008
2025-09-10,Tears,Sabrina Carpenter,7,7.0,1,,https://charts-static.billboard.com/img/2014/06/sabrina-carpenter-l0r-180x180.jpg,2025
2005-11-02,Tears In Heaven,Various Artists,43,43.0,1,,,2005
2010-12-08,Teenage Dream,Glee Cast,48,19.0,1,3.0,,2010
2011-03-30,Teenage Dream,Katy Perry,47,73.0,1,35.0,https://charts-static.billboard.com/img/2010/08/katy-perry-46r-teenagedream-hky-180x180.jpg,2011
2007-11-07,Teenagers,My Chemical Romance,46,44.0,39,20.0,https://charts-static.billboard.com/img/2007/06/my-chemical-romance-qhj-teenagers-ecq-180x180.jpg,2007
2019-09-11,Teeth,5 Seconds Of Summer,29,13.0,13,3.0,,2019
2020-12-02,Telepathy,BTS,4,4.0,1,,,2020
2010-10-06,Telephone,Glee Cast,11,11.0,1,,,2010
2017-02-22,Telephone,Lady Gaga Featuring Beyonce,39,4.0,39,,,2017
2006-12-27,Tell Me,Diddy Featuring Christina Aguilera,47,40.0,30,9.0,,2006
2006-10-18,Tell Me Baby,Red Hot Chili Peppers,48,43.0,34,8.0,,2006
2018-12-26,Tell Me It's Over,Avril Lavigne,36,36.0,1,,,2018
2009-02-04,Tell Me Something I Don't Know,Selena Gomez,30,52.0,30,2.0,,2009
2006-04-05,Tell Me When To Go,E-40 Featuring Keak Da Sneak,41,38.0,38,2.0,,2006
2018-05-02,Tell Me You Love Me,Demi Lovato,46,18.0,11,,,2018
2025-05-28,Tell That Angel I Love Her,John Foster,6,6.0,1,,https://charts-static.billboard.com/img/2025/05/johnfoster-1am-tellthatangeliloveher-zun-180x180.jpg,2025
2023-01-25,Temperature,Sean Paul,45,12.0,2,36.0,,2023
2019-09-11,Tempo,Lizzo Featuring Missy Elliott,48,38.0,21,4.0,,2019
2022-12-21,Tennessee Fan,Morgan Wallen,26,3.0,3,2.0,https://charts-static.billboard.com/img/2022/12/morgan-wallen-z1m-tennesseefan-wiq-180x180.jpg,2022
2017-09-27,Tennessee Mountain Top,Kid Rock,35,35.0,1,,,2017
2023-07-05,Tennessee Orange,Megan Moroney,43,29.0,27,12.0,https://charts-static.billboard.com/img/2022/09/meganmoroney-1wq-tennesseeorange-uso-180x180.jpg,2023
2018-01-03,Tennessee Rain,Addison Agen,3,3.0,1,,,2018
2023-09-27,Tennessee Whiskey,Chris Stapleton,50,2.0,56,,,2023
2015-05-27,Tennessee Whiskey,Meghan Linsey,40,40.0,1,,,2015
2023-05-24,Tequila,Dan + Shay,33,28.0,9,50.0,https://charts-static.billboard.com/img/2018/01/dan-shay-rcl-tequila-cjs-180x180.jpg,2023
2019-10-23,Tequila Does,Miranda Lambert,23,23.0,1,,,2019
2005-12-07,Tequila Makes Her Clothes Fall Off,Joe Nichols,46,30.0,26,5.0,https://charts-static.billboard.com/img/2005/11/joe-nichols-szx-tequilamakesherclothesfalloff-ee7-180x180.jpg,2005
2021-03-03,Test Drive,Ariana Grande,20,20.0,1,,,2021
2025-05-28,Texas,Blake Shelton,16,24.0,15,3.0,https://charts-static.billboard.com/img/2024/11/blake-shelton-d4t-texas-7ax-180x180.jpg,2025
2024-05-22,Texas Hold 'Em,Beyonce,25,19.0,1,14.0,https://charts-static.billboard.com/img/2024/02/beyonce-n2a-texasholdem-gcd-180x180.jpg,2024
2023-07-05,Thank God,Kane Brown With Katelyn Brown,35,32.0,1,42.0,https://charts-static.billboard.com/img/2022/09/kane-brown-ag5-thankgod-rh9-180x180.jpg,2023
2023-09-20,Thank God I Do,Lauren Daigle,46,4.0,22,,https://charts-static.billboard.com/img/2023/03/lauren-daigle-6po-thankgodido-yfl-180x180.jpg,2023
2019-03-13,Thank U; Next,Ariana Grande,50,47.0,1,17.0,,2019
